排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
135,6719,力智,TWSE,半導體業,等回測或確認,41.6,100,223.5,223.5,-3.56,-4.78,18.44,15.94,1465.57,2.1,33.98,1.8,1.89,2,0,0,0,0,10,0,196,813,791,2139,0,0,-1,10,0,0,0,-223,-370,6.99,23,53,-849,1195,268,1035,1160,2122,39.18,-13.83,-16.14,累計營收負成長且當月改善不足；當下除權息調整價未守20日EMA
136,5222,全訊,TWSE,半導體業,等回測或確認,37.5,93,115,115,-4.97,-15.18,17.42,21.97,225.11,0.22,64.97,4.6,2.06,2,0,0,0,-1,13,0,-137,-354,31,85,0,0,-1,13,0,0,0,-16,-9,3.91,-87,-40,-139,286,-117,-338,41,57,38.81,-6.07,-6.5,累計營收負成長且當月改善不足；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
137,2484,希華,TWSE,電子零組件業,等回測或確認,34,72,80.7,80.7,-1.4,-2.65,6.84,17.71,483.73,0.33,121.08,3.48,0.78,1,67,67,67,67,67,0,21,-1573,-10222,-668,67,67,67,67,1,0,5406900,-25,-182,7.34,-2054,-4479,-6898,-2763,19,-1614,-10106,-470,,,,累計營收負成長且當月改善不足；外資持股5/10日下降，且外資5日賣超；估值高且成長不足以支撐
138,8105,凌巨,TWSE,光電業,等回測或確認,32.1,69,16.65,16.65,-8.9,-1.2,0.53,25.59,202.48,0.43,588.33,0.97,,1,96,96,96,96,96,0,-453,-694,2441,10426,96,96,96,96,1,0,1598400,30,34,40.76,-102,200,3647,8069,-554,-820,2311,10437,,,,累計營收負成長且當月改善不足；外資持股趨勢資料不足或期間有非市場異動；估值高且成長不足以支撐
139,5522,遠雄,TWSE,建材營造,等待轉強,72.8,100,68.1,68.1,2513.5,792.74,26.72,56.07,173.09,1.76,7.34,1.14,7.93,5,-230,-233,-153,195,-2037,0,244,2059,2643,-6637,-230,326,673,-1640,3,2,22200600,133,123,4.53,246,1728,1731,-1962,423,1600,1847,-3748,48.74,0.38,5.26,中期趨勢仍向下；ETF 1/3日已轉為減碼；20日趨勢尚未上彎
140,6214,精誠,TWSE,資訊服務業,等待轉強,72,100,137,137,76.9,37,4.94,47.39,168.59,2.64,14.68,2,4.29,7,-3,-6,-6,-12,271,0,366,1091,4704,2337,-3,219,214,496,1,2,30003000,17,9,13.61,331,2422,3726,967,375,855,4484,1868,50.32,-0.14,-4.53,ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
141,6414,樺漢,TWSE,電腦及週邊設備業,等待轉強,69.1,100,395,395,56.97,23.33,5.37,62.87,127.12,5.15,18.59,2.22,3.45,9,2,-15,-16,-23,-2872,0,520,2224,4335,6767,2,164,157,-2792,3,1,64780000,-753,-1202,44.54,517,2309,5059,11264,692,2813,5381,11040,57.07,2.77,0.25,ETF短中期同步減碼
142,8271,宇瞻,TWSE,半導體業,等待轉強,69,100,190,190,200.65,251.11,32.85,58.38,158.13,14.54,9.14,3.8,2.37,4,-13,-18,62,600,656,0,-1071,-836,-2201,-4377,-13,62,600,656,1,2,11780000,60,55,7.77,105,203,127,-3403,-1065,-957,-2854,-5108,45.82,-1.27,4.97,中期趨勢仍向下；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
143,2357,華碩,TWSE,電腦及週邊設備業,等待轉強,68.1,100,700,700,55.63,38.85,5.71,52.83,148.3,13.19,12.78,1.85,5.87,43,-158,-21,93,-1310,-1423,-259,1553,7472,14573,5194,-208,-572,-2482,-3796,1,4,-400400000,1037,1037,35.27,373,6315,19237,7838,1263,7007,16018,9477,45.48,-1.8,2.34,中期趨勢仍向下；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
144,2618,長榮航,TWSE,航運業,等待轉強,68,100,41.2,41.2,26.58,16.36,18.64,63.19,112.11,1.53,7.95,1.67,4.77,31,-10234,-16482,-21067,-6485,37006,-6864,8485,131602,231438,291486,-10375,-23868,-21848,20584,0,5,-983361600,3460,-1703,26.56,8411,163460,225012,316075,16608,152009,254985,267861,50.51,-0.73,4.04,ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA
145,2615,萬海,TWSE,航運業,等待轉強,67.5,100,79.5,79.5,32.7,6.39,17.32,31.69,396.45,2.73,7.45,0.79,3.72,11,-788,-834,-814,-369,-379,-1,1383,6869,21096,12971,-792,-832,-394,-400,1,3,-66144000,-240,109,43.2,-52,9756,20220,9362,2321,7941,21383,13677,48.61,-0.64,-1.12,ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
146,2603,長榮,TWSE,航運業,等待轉強,66,100,198,198,30.01,-2.44,10.34,35.3,161.2,3.84,8.74,0.74,8,31,-982,-1106,-2201,-839,-2636,144,9448,27794,39104,37598,-1083,-3479,-3276,-6622,0,5,-688842000,1870,2539,20.06,1120,10570,20144,36383,9614,29404,39841,49510,49.65,0.58,1.8,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎
147,2451,創見,TWSE,半導體業,等待轉強,65,100,230,230,381.55,422.17,71.8,29.58,288.26,18.93,8,4.07,4.76,19,-486,-322,160,1098,1655,16,-354,-2273,-3459,-16902,-486,158,1097,1629,3,2,36340000,-69,-57,10.69,-959,-926,-339,-15484,153,-2360,-4497,-18365,32.27,-13.05,-9.27,中期趨勢仍向下；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
148,2347,聯強,TWSE,電子通路業,等待轉強,64.8,100,85.3,85.3,135.45,77.39,2.67,67.19,132.14,1.77,15.18,1.85,4.81,26,-5223,-6592,-5846,7897,13083,-2810,252,17753,-1348,-4378,-5269,-6677,6084,10995,3,2,-569548100,-953,-3404,28.16,-63,12089,-17287,-19880,4620,25383,-4030,-12864,42.26,-4.01,-3.62,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
149,2459,敦吉,TWSE,其他電子業,等待轉強,64.5,100,65.3,65.3,20.97,9.92,14.95,35.33,192.37,1.41,12.85,1.28,6.25,1,0,0,0,0,0,0,-131,162,53,-98,0,0,0,0,0,0,0,9,9,16.03,173,420,300,361,-132,153,44,30,50.71,0.62,2.51,中期趨勢仍向下；20日趨勢尚未上彎
150,3005,神基,TWSE,電腦及週邊設備業,等待轉強,64.5,100,110,110,28.59,7.54,13.51,48.07,174.1,1.74,13.93,3.02,5.98,15,-707,-1224,-1032,-1731,-10602,-349,1468,2980,10883,5409,-724,-1371,-2436,-11404,2,3,-150810000,525,1055,13.5,1032,5153,8785,14482,1992,3824,12260,16813,55.01,1.72,-1.79,ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超
151,2207,和泰車,TWSE,汽車工業,等待轉強,64.3,100,486,486,48.36,13.06,,77.85,100.73,7.95,14.44,3.47,4.06,15,-275,-272,-246,-123,-7088,0,162,720,1136,1709,-275,-248,-128,-7100,3,2,-120528000,26,29,22.12,322,707,609,8002,439,942,1235,8747,54.77,1.63,1.99,ETF短中期同步減碼；ETF 1/3日已轉為減碼
152,6491,晶碩,TWSE,生技醫療業,等待轉強,63.6,100,359.5,335,33.94,24.22,28.79,32.01,148.43,6.06,17.28,2.49,2.78,1,-23,-24,-24,-23,-23,0,191,505,3232,4759,-23,-24,-13,97,0,2,-8040000,3,83,19.18,-70,321,3062,4429,213,527,3162,4530,59.7,2.42,-4.13,ETF短中期同步減碼；ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA
153,2324,仁寶,TWSE,電腦及週邊設備業,等待轉強,63.1,100,36,36,58.38,15.82,1.31,67.75,130.7,0.45,27.03,1.2,3.06,11,-1649,-2109,-1422,-21072,-69507,0,22055,20848,43188,-54881,-1762,-3636,-25724,-74845,3,2,-130896000,3194,5082,34.77,500,13287,42116,-26038,22238,21289,63829,14610,50.36,0.06,-1.64,ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎
154,2376,技嘉,TWSE,電腦及週邊設備業,等待轉強,62.8,100,325,325,68.55,48.36,7.06,72.95,137.4,7.86,15.74,3.5,3.56,32,210,-403,-226,3164,11354,301,-1019,-1499,-977,-6455,192,-575,2489,8770,2,3,-186875000,876,1100,21.21,47,531,-4644,-16386,-1442,-1799,-4566,-16499,43.77,-3.37,-3.42,中期趨勢仍向下；20日累積後5日轉為調節；投信20日買超後近5日轉賣；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
155,2105,正新,TWSE,橡膠工業,等待轉強,62.6,100,33.6,33.6,15.01,4.92,9.93,41.86,262.14,0.57,20.71,1.28,5.37,14,-4569,-5338,-4874,-2557,-3886,-1169,10487,30732,61875,85566,-4653,-6560,-6058,-7897,2,3,-220416000,620,1632,8.78,8296,19726,53641,74391,15438,36672,66300,88868,62.15,4.21,3.7,ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎
156,6206,飛捷,TWSE,電腦及週邊設備業,等待轉強,61.4,100,119,119,26.29,24.61,28.09,19.03,419.58,2.51,17.53,3.22,4.4,7,183,332,332,319,296,328,-288,-1256,-1044,-61,183,332,318,293,2,0,39508000,-54,-35,15.11,-203,-1422,-1052,-282,-456,-1535,-1328,-280,36.05,-7.41,-9.51,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
157,8112,至上,TWSE,電子通路業,等待轉強,61.1,100,81.9,81.9,231.17,153.98,3.1,81.61,145.57,3.91,10.34,2.45,4.43,8,-696,-1831,-1733,5731,20191,-1591,-1748,-3392,-11229,-34403,-696,-1733,5731,20192,1,3,-141932700,-815,-936,12.57,-1749,1701,-8521,-37306,-654,-845,-16026,-52188,37.62,-7.72,-3.65,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
158,2412,中華電,TWSE,通信網路業,等待轉強,60.7,100,138,138,11.4,7.83,21.85,24.9,164.38,1.3,27.04,2.66,3.82,34,1148,428,2442,14834,35824,-463,18787,29856,-2501,-36046,1020,1641,13406,32962,3,2,226458000,435,-10230,15.89,14630,16958,-35538,-83073,17039,27779,-5678,-62180,46.4,-0.44,3.37,中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
159,2539,櫻花建,TWSE,建材營造,等待轉強,60.2,100,40.8,40.8,79.55,22.59,40.49,41.67,297.64,0.68,14.56,2.63,6.8,3,-162,-162,-162,-162,-846,0,552,1971,2774,2683,-162,-162,-162,-847,0,1,-6609600,32,20,2.05,505,1638,1855,2739,708,2102,2917,3517,57.89,2.85,3.82,ETF短中期同步減碼；ETF 1/3日已轉為減碼
160,6196,帆宣,TWSE,其他電子業,等待轉強,60.2,99.5,542,542,120.99,39.48,8.25,69.23,128.63,5.08,37.58,7.44,1.09,13,8,62,-365,-878,-684,-666,-309,703,590,1289,8,-372,-884,-698,3,2,-201624000,-15,-152,17.6,228,1869,1741,2020,-179,1089,1626,2064,49.51,-1.91,-1.28,ETF短中期同步減碼；主動ETF 5日轉為減碼；當下除權息調整價未守20日EMA
161,2317,鴻海,TWSE,其他電子業,等待轉強,60,100,234,234,52.11,34.99,3.57,61.98,145.13,3.56,17.22,1.91,2.96,42,-164,-26,2142,10978,18899,-150,-2830,4666,-9685,-197455,-696,-1324,4917,6315,2,3,-309816000,4896,5068,39.9,8061,14185,-32546,-207537,-4268,1094,-19673,-206104,38.05,-4.59,-1.47,中期趨勢仍向下；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
162,3006,晶豪科,TWSE,半導體業,等待轉強,59.2,100,198,198,328.35,242.62,31.03,35.71,300.12,7.22,26.16,4.79,0.45,5,-116,-129,-127,-303,-196,0,-2031,-1365,3483,3999,-116,-129,-1029,-1873,1,3,-25542000,-922,-1061,35.19,-3214,9978,8355,8800,-1756,-313,5576,5999,41.35,-11.13,-16.46,ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA
163,3036,文曄,TWSE,電子通路業,等待轉強,59.2,100,188.5,188.5,188.09,114.03,2.01,83.24,116.9,5.32,13.9,2.2,3.98,24,-3118,-5464,-5150,-9553,-31176,145,267,-908,-7431,-22110,-3153,-5915,-12032,-38194,2,3,-1114977500,-664,-262,27.81,2772,2727,4420,17390,3093,5671,4863,16350,24.49,-11.81,-10.87,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
164,2867,三商壽,TWSE,金融保險業,觀察,59.1,100,8.98,8.98,187.2,335.29,,95.07,,-0.03,63.64,0.67,,1,0,0,0,0,0,0,24842,49413,80905,90106,0,0,0,0,0,0,0,4000,6391,20.82,8266,62395,94142,56904,24279,45413,74514,75507,70.58,3.77,1.35,
165,3515,華擎,TWSE,電腦及週邊設備業,等待轉強,58.7,100,200.5,200.5,47.6,4.43,7.22,50.15,185.85,4.14,13.09,2.27,5.3,3,0,0,0,0,74,0,-236,518,274,-110,0,0,0,73,0,0,0,1,-9,8.01,-233,828,784,682,-223,517,284,33,32.16,-8.22,-4.98,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
166,3665,貿聯-KY,TWSE,其他電子業,等待轉強,58.5,100,1765,1765,63.79,33.97,14.9,45.52,223.16,11.66,39.46,8.18,0.78,36,-5,382,435,595,4483,260,-455,133,636,-750,13,558,1401,3319,3,2,984870000,-41,-89,53.57,-112,573,809,-2017,-413,-383,-678,-4046,38.41,-9.33,-5.36,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
167,2606,裕民,TWSE,航運業,等待轉強,58.4,100,60.8,60.8,35.52,26.3,25.38,54.72,192.33,1.17,12.21,1.32,4.4,9,-1203,-1251,-1327,-1242,-2600,-581,-987,2172,8155,17457,-1204,-1330,-1793,-4102,0,5,-80864000,-163,-161,17.86,-84,3979,9672,27332,275,3665,10109,21628,41.56,-3.21,-3.65,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
168,2834,臺企銀,TWSE,金融保險業,等待轉強,58.2,100,18.05,18.05,-7.72,4.14,,94.16,,0.35,13.85,1.18,5.51,12,-138,-257,-267,-287,-918,0,14572,-1140,32465,67972,-139,-314,-340,-1190,0,5,-5667700,248,-74,18.27,26133,-27131,26894,53326,14738,-1073,32880,72002,59.67,1.66,0.56,ETF短中期同步減碼；ETF 1/3日已轉為減碼
169,2103,台橡,TWSE,橡膠工業,等待轉強,58.1,100,24.55,23.5,40.24,13.88,6.3,50.61,187.11,0.53,36.64,0.99,1.1,1,-410,-418,-418,-418,-416,0,568,-1589,6848,12184,-410,-418,-418,-416,0,2,-9823000,-162,154,24.02,-1573,-2967,7852,9121,1274,-1008,7113,12127,61.36,6.88,3.15,ETF短中期同步減碼；ETF 1/3日已轉為減碼
170,8131,福懋科,TWSE,半導體業,等待轉強,58.1,100,69,69,60.87,40.86,16.12,16.39,507.35,0.96,38.69,2.69,1.31,3,-138,-147,-147,-144,-141,0,-3613,-863,3824,-349,-138,-147,-144,-141,1,2,-10143000,89,-205,5.86,-443,1558,8340,3693,-3468,-804,4174,18,44.43,-7.4,-9.21,ETF短中期同步減碼；ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA
171,2204,中華,TWSE,汽車工業,等待轉強,57.5,100,56.2,56.2,6.71,10.1,4.62,24.95,116.52,1.18,10.68,0.87,6.22,5,-274,-277,-252,-185,1270,-444,-251,-164,920,2748,-274,-256,-194,1260,2,3,-14387200,286,503,17.89,-63,-371,78,131,-63,-194,610,784,49.64,-0.62,-1.4,ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA
172,6670,復盛應用,TWSE,運動休閒,等待轉強,57.5,100,259.5,259.5,7.85,9.91,14.94,33.72,249.05,6.96,12.76,2.17,6.08,7,-90,-90,-134,-357,2705,-94,89,453,582,1095,-90,-305,-609,2571,0,4,-79147500,-131,-130,23.41,256,691,1043,-1557,181,889,1321,-758,46.11,-1.05,-0.76,中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
173,3653,健策,TWSE,電子零組件業,等待轉強,57.4,100,3210,3210,57.64,26.64,31.98,29.4,241.82,9.53,93.91,23.52,0.64,32,84,103,110,75,148,-5,-178,312,202,776,149,292,-2,-930,2,3,937320000,5,31,27.05,-63,449,473,2349,-319,16,173,1665,40.82,-5.22,0.16,中期趨勢仍向下；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
174,1476,儒鴻,TWSE,紡織纖維,等待轉強,57.4,93,333.5,333.5,14.42,3.22,22.81,25.39,252.31,6.69,16.4,3.38,4.42,14,-351,-357,-365,20,1838,0,432,1623,4113,4976,-351,-368,20,1759,2,3,-122728000,-43,-97,29.24,331,1185,3391,2619,798,2033,4189,3250,50.6,0.43,-0.45,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣；20日趨勢尚未上彎
175,2753,八方雲集,TWSE,觀光餐旅,等待轉強,56.8,100,175,175,10.85,7.26,12.55,52.65,148.58,3.56,13.25,3.35,6.72,3,1,1,1,-6,248,0,87,238,47,10,1,1,-7,247,2,1,175000,-2,-12,4.7,235,322,228,-215,88,239,65,-220,36.21,-3.1,-0.57,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
176,2393,億光,TWSE,光電業,等待轉強,56.6,100,66.5,66.5,10.58,3.16,7.41,31.13,236.99,0.91,16.59,1.5,6.47,13,89,369,177,-1091,-2751,605,-2005,-5302,-4181,-9206,89,177,-1092,-2753,2,3,11770500,1521,1557,28.37,-1038,-4527,-3469,-5438,-2368,-7000,-4646,-7915,42.91,-3.27,-6.34,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
177,9917,中保科,TWSE,其他,等待轉強,56.6,100,109,109,2.56,1.63,17.61,52.85,112.37,1.6,15.93,3.35,5.74,7,217,438,442,803,1178,0,753,1116,1784,-2352,217,439,800,1175,4,0,47851000,10,2,38.92,38,304,267,-3690,539,667,982,-3427,48.45,0.36,1.4,中期趨勢仍向下；20日趨勢尚未上彎
178,1101,台泥,TWSE,水泥工業,等待轉強,56.5,100,23.5,23.5,32.4,1.54,8.42,49.01,223.86,0.1,,0.76,3.34,7,-3729,-3805,-3805,-3881,-4045,0,8498,15769,-23848,-138403,-3729,-3846,-3942,-4100,0,4,-90381000,-776,-1188,13.38,22718,11617,19172,-80906,12410,20391,-18718,-132812,47.4,-0.43,3.52,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
179,7769,鴻勁,TWSE,半導體業,等待轉強,56.5,100,6070,6070,106.54,91.6,49.98,22.17,439.84,25.7,83.54,19.2,0.97,28,7,39,102,161,107,29,-39,-13,-150,-871,9,288,319,-196,5,0,1748160000,32,46,19.37,-60,-271,-609,-707,-54,-331,-514,-717,40.99,-8.66,-8.86,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
180,3231,緯創,TWSE,電腦及週邊設備業,等待轉強,56.4,99,139,139,53.85,94.01,3.44,81.27,120.01,3.06,14.69,2.45,3.75,40,-5012,-7593,-6345,5261,68053,238,-5136,2262,-28725,-109207,-5245,-11738,-1047,59560,2,3,-1631582000,1893,-6124,25.8,15535,39926,1603,-139832,-279,12107,-21554,-164070,35.21,-7.89,-3.81,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
181,2360,致茂,TWSE,其他電子業,等待轉強,56.3,100,1850,1850,73.02,90.6,40.45,47.77,158.31,9.12,62.76,30.4,0.98,43,-25,386,467,384,-156,297,-292,-573,-139,184,334,749,-939,-2951,3,2,1385650000,1,104,59.86,-1015,289,1448,4456,-728,-1324,694,2942,39.02,-9.5,1.65,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
182,4961,天鈺,TWSE,半導體業,等待轉強,56.3,100,154,154,24.76,1.53,6.54,14.25,647.07,1.86,20.14,1.14,4.6,4,-24,143,466,730,1092,0,-329,-912,929,1305,-24,466,729,1090,3,2,71764000,-47,41,20.35,-61,-35,1591,1100,-294,-1331,160,176,34.73,-8.73,-12.5,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
183,2609,陽明,TWSE,航運業,等待轉強,55.7,94.4,49.2,49.2,20.18,0.49,1.94,28.34,441.4,0.41,16.3,0.53,3.98,12,-53,-73,148,371,349,-13,4553,-4968,1832,-1162,-59,120,332,308,3,2,5904000,-1826,-762,18.49,27863,11444,9712,10963,4730,-3261,2263,-1541,43.3,-3.22,-4.65,中期趨勢仍向下；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
184,2323,中環,TWSE,光電業,等待轉強,55.6,100,10.25,10.25,38.84,16.06,6.21,33.28,277.29,-0.41,5.02,0.64,1.83,1,0,-100,-100,-100,-61,0,-7734,-11302,-6560,2675,0,-100,-100,-61,0,1,-1025000,-1600,-893,11.54,-1122,-5184,1595,11705,-7071,-9600,-5565,3970,42.57,-7.57,-8.07,中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
185,2404,漢唐,TWSE,其他電子業,等待轉強,55.5,94.3,1160,1160,50.9,76.24,19.57,82.86,114.62,16.31,23.23,16.41,3.2,23,-100,-185,0,-886,-1382,33,79,554,-1019,2107,-88,-199,-2170,-554,1,4,-230840000,-676,-837,37.61,31,1646,2319,1681,253,1428,1985,3401,43.31,-7.22,-4.53,中期趨勢仍向下；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
186,2855,統一證,TWSE,金融保險業,等待轉強,55.4,100,44.15,44.15,199.02,334.18,,84.35,116.12,1.43,10.37,1.78,4.55,12,443,435,1304,3490,4570,-1050,832,-3532,2811,-7970,443,1290,3424,4577,4,1,56953500,0,0,7.75,-269,-3490,-1308,-10706,389,-4822,-612,-12545,33.96,-9.66,-12.4,中期趨勢仍向下；主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
187,2383,台光電,TWSE,電子零組件業,等待轉強,55.2,100,4495,4495,120.69,81.82,21.56,63.41,132.76,14.9,108.24,37.29,0.5,49,77,226,338,1080,1051,22,364,536,-257,1309,39,205,899,437,5,0,921475000,125,183,43.81,-80,-501,-1663,604,250,207,-1340,551,36.97,-13.39,-15.11,中期趨勢仍向下；ETF加碼，但外資持股5/10日同步下降；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
188,2337,旺宏,TWSE,半導體業,等待轉強,55,100,125,125,216.09,128.76,18.46,38.35,233.04,0.9,,5.34,,15,306,323,358,510,-4777,-337,4223,-21837,-53534,-110790,201,2922,3116,-9695,5,0,365250000,1873,1539,25.3,-33628,-30584,-72007,-117289,4525,-26633,-58190,-100219,36.82,-14.12,-12.89,中期趨勢仍向下；主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
189,2382,廣達,TWSE,電腦及週邊設備業,等待轉強,55,100,325.5,325.5,102.87,86.48,2.85,87.45,117.06,5.5,17.7,6.54,4.43,48,-3104,-1351,4421,14715,38508,-664,2540,-5644,-12562,-190,-3320,3150,12030,34037,3,2,1025325000,-5116,-4137,19.31,1779,-18175,-33644,-39647,4455,-3678,-20455,-30895,31.13,-11.19,-12.85,中期趨勢仍向下；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
190,3045,台灣大,TWSE,通信網路業,等待轉強,54.9,100,111,111,6.57,3.74,11.92,57.77,54.69,1.37,22.41,3.68,4.29,38,-5068,-7792,-6149,10282,34817,-1600,11295,41575,49810,47621,-4948,-7742,6810,30204,2,3,-859362000,2549,1306,14.57,12394,56468,13796,-5546,14732,46768,41693,14857,39.2,-2.4,2.3,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信20日買超後近5日轉賣；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
191,5880,合庫金,TWSE,金融保險業,觀察,54.9,100,25.35,25.35,-8.4,16.98,,94.65,,0.36,18.21,1.41,4.12,17,905,1278,2548,4383,6799,0,10285,41660,82307,126410,407,17,155,-1471,3,2,430950,3516,3985,16.35,6475,34019,52655,106239,8093,38127,78170,121699,66.56,1.92,0.8,
192,6605,帝寶,TWSE,汽車工業,等待轉強,54.9,100,129,129,4.45,-3.37,18.3,36.89,129.82,4.41,9.82,1.05,4.96,1,4,3,3,4,5,0,212,433,104,-2385,4,1,1,2,1,2,129000,-55,-73,13.54,348,832,-122,-2796,207,486,174,-2325,40.53,-3.41,2.38,累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
